tile_id,city,split,positive_pct,negative_pct,positive_negative_ratio,components,largest_component_pct,median_component_size,mega_components_gt_5000px,target_min,target_max
SV_Barcelona_41.3911_2.1499.tif,Barcelona,train,66.78466796875,33.21533203125,2.0106578463800076,8,32.11555480957031,10602.5,4,0.0,39.64748764038086
SV_Barcelona_41.3910_2.1443.tif,Barcelona,train,62.27073669433594,37.72926330566406,1.6504625650877105,12,15.853500366210938,4303.5,6,0.0,60.8187255859375
SV_Barcelona_41.3939_2.1531.tif,Barcelona,train,74.04518127441406,25.954818725585938,2.852849101250753,8,20.5657958984375,18154.5,7,0.0,41.76752853393555
SV_Barcelona_41.3810_2.1463.tif,Barcelona,train,55.58815002441406,44.41184997558594,1.2516513060134167,8,18.004989624023438,11170.5,5,0.0,36.686851501464844
SV_Barcelona_41.3835_2.1481.tif,Barcelona,train,56.47697448730469,43.52302551269531,1.2976343859833646,11,19.138336181640625,5798.0,6,0.0,37.59534454345703
SV_Barcelona_41.3835_2.1533.tif,Barcelona,train,55.97686767578125,44.02313232421875,1.2715330491144154,12,17.156982421875,7508.0,7,0.0,37.021339416503906
SV_Barcelona_41.3773_2.1482.tif,Barcelona,train,36.676788330078125,63.323211669921875,0.579199749394571,5,14.6087646484375,13532.0,3,0.0,53.700462341308594
SV_Barcelona_41.3835_2.1500.tif,Barcelona,train,70.02410888671875,29.97589111328125,2.3360142529905827,9,18.73779296875,4369.0,4,0.0,44.89879608154297
SV_Barcelona_41.3834_2.1462.tif,Barcelona,train,56.21337890625,43.78662109375,1.283802620574296,10,17.108535766601562,5907.5,5,0.0,37.373748779296875
SV_Barcelona_41.3967_2.1498.tif,Barcelona,train,60.06965637207031,39.93034362792969,1.5043611177454024,12,25.989913940429688,6748.0,6,0.0,47.81041717529297
SV_Barcelona_41.3967_2.1517.tif,Barcelona,train,53.78150939941406,46.21849060058594,1.1636362135705973,10,20.066452026367188,12362.5,7,0.0,44.44394302368164
SV_Barcelona_41.3967_2.1479.tif,Barcelona,train,69.10934448242188,30.890655517578125,2.23722492528835,16,23.906707763671875,4108.5,7,0.0,47.08158874511719
SV_Barcelona_41.3938_2.1442.tif,Barcelona,train,47.141265869140625,52.858734130859375,0.8918349378635452,9,10.142135620117188,13440.0,7,0.0,79.89476776123047
SV_Barcelona_41.3953_2.1479.tif,Barcelona,train,57.0281982421875,42.9718017578125,1.327107449754989,16,17.381668090820312,4482.0,7,0.0,56.12532424926758
SV_Barcelona_41.3876_2.1443.tif,Barcelona,train,58.333587646484375,41.666412353515625,1.4000146485269076,11,18.729019165039062,4956.0,5,0.0,46.08482360839844
SV_Barcelona_41.3773_2.1463.tif,Barcelona,train,37.95661926269531,62.04338073730469,0.6117754837281654,8,11.801528930664062,10470.0,4,0.0,53.67024612426758
SV_Barcelona_41.3925_2.1517.tif,Barcelona,train,65.37284851074219,34.62715148925781,1.8879071970740198,9,16.490936279296875,13477.0,7,0.0,41.735740661621094
SV_Barcelona_41.3877_2.1532.tif,Barcelona,train,56.533050537109375,43.466949462890625,1.3005985291278326,10,17.918777465820312,8194.0,7,0.0,39.626861572265625
SV_Barcelona_41.3848_2.1444.tif,Barcelona,train,64.22462463378906,35.77537536621094,1.795218749666784,10,17.623519897460938,14910.0,7,0.0,36.33671951293945
SV_Barcelona_41.3810_2.1519.tif,Barcelona,train,66.06330871582031,33.93669128417969,1.9466632195407079,9,20.340347290039062,15898.0,6,0.0,45.98283767700195
SV_Barcelona_41.3863_2.1499.tif,Barcelona,train,62.55836486816406,37.44163513183594,1.670823527014498,8,19.366455078125,9955.5,7,0.0,52.22039031982422
SV_Barcelona_41.3863_2.1481.tif,Barcelona,train,70.068359375,29.931640625,2.34094616639478,8,20.568084716796875,15437.5,7,0.0,52.21965026855469
SV_Barcelona_41.3910_2.1461.tif,Barcelona,train,54.95452880859375,45.04547119140625,1.2199789980014226,12,11.578750610351562,13915.5,8,0.0,41.69118118286133
SV_Barcelona_41.3911_2.1480.tif,Barcelona,train,51.493072509765625,48.506927490234375,1.0615612073168814,14,10.944747924804688,2422.0,6,0.0,39.64753341674805
SV_Barcelona_41.3900_2.1532.tif,Barcelona,train,60.15586853027344,39.84413146972656,1.5097798925791535,9,17.5506591796875,17521.0,7,0.0,34.86908721923828
SV_Barcelona_41.3939_2.1480.tif,Barcelona,train,63.98277282714844,36.01722717285156,1.7764491564019191,12,17.708969116210938,3065.5,5,0.0,50.129512786865234
SV_Barcelona_41.3849_2.1518.tif,Barcelona,train,62.07847595214844,37.92152404785156,1.637024816666499,8,19.464874267578125,18581.5,7,0.0,41.56607437133789
SV_Barcelona_41.3953_2.1461.tif,Barcelona,train,54.72412109375,45.27587890625,1.2086815853329738,13,10.48126220703125,10366.0,9,0.0,56.13054275512695
SV_Barcelona_41.3835_2.1518.tif,Barcelona,train,64.05563354492188,35.944366455078125,1.782077133699828,11,18.729782104492188,7800.0,6,0.0,44.889854431152344
SV_Barcelona_41.3788_2.1599.tif,Barcelona,train,68.0816650390625,31.9183349609375,2.132995506262549,12,20.267105102539062,8742.5,7,0.0,38.57442092895508
SV_Barcelona_41.3877_2.1462.tif,Barcelona,train,56.04820251464844,43.95179748535156,1.275219802633292,14,20.011138916015625,1465.0,5,0.0,46.083778381347656
SV_Barcelona_41.3849_2.1481.tif,Barcelona,train,45.52001953125,54.47998046875,0.8355366345507507,9,14.049530029296875,8661.0,7,0.0,52.219627380371094
SV_Barcelona_41.3900_2.1480.tif,Barcelona,train,50.156402587890625,49.843597412109375,1.0062757343374509,13,15.966796875,2670.0,5,0.0,39.648521423339844
SV_Barcelona_41.3967_2.1531.tif,Barcelona,train,59.43336486816406,40.56663513183594,1.4650799770553775,8,12.548065185546875,21176.5,7,0.0,84.70072174072266
SV_Barcelona_41.3939_2.1461.tif,Barcelona,train,55.39894104003906,44.60105895996094,1.2420992310916104,10,17.259597778320312,13629.5,7,0.0,40.503318786621094
SV_Barcelona_41.3810_2.1533.tif,Barcelona,train,58.52203369140625,41.47796630859375,1.4109185888238973,10,19.001388549804688,6151.5,6,0.0,46.699710845947266
SV_Barcelona_41.3911_2.1517.tif,Barcelona,train,67.48619079589844,32.51380920410156,2.075616251921204,8,26.7974853515625,12275.5,5,0.0,38.0019645690918
SV_Barcelona_41.3810_2.1500.tif,Barcelona,train,69.10591125488281,30.894088745117188,2.236865175892427,8,20.551300048828125,20360.5,6,0.0,45.968597412109375
SV_Barcelona_41.3834_2.1444.tif,Barcelona,train,52.83699035644531,47.16300964355469,1.1203057386662354,9,12.19329833984375,15474.0,5,0.0,35.36091995239258
SV_Barcelona_41.3820_2.1444.tif,Barcelona,train,45.250701904296875,54.749298095703125,0.8265074344003009,11,14.650726318359375,5842.0,6,0.0,57.965946197509766
SV_Barcelona_41.3787_2.1583.tif,Barcelona,train,67.01507568359375,32.98492431640625,2.0316880233149837,11,19.001007080078125,7048.0,6,0.0,38.54380416870117
SV_Barcelona_41.3877_2.1518.tif,Barcelona,train,63.38157653808594,36.61842346191406,1.730865792297355,9,17.026519775390625,14406.0,6,0.0,39.621639251708984
SV_Barcelona_41.3862_2.1443.tif,Barcelona,train,58.77342224121094,41.22657775878906,1.4256197200040712,8,16.105270385742188,15252.5,6,0.0,36.33671951293945
SV_Barcelona_41.3787_2.1500.tif,Barcelona,train,59.62257385253906,40.37742614746094,1.476631364138804,8,20.072174072265625,10593.0,6,0.0,42.46990203857422
SV_Barcelona_41.3774_2.1599.tif,Barcelona,train,60.86921691894531,39.13078308105469,1.555532808859513,10,17.85430908203125,8899.0,7,0.0,39.471256256103516
SV_Barcelona_41.3939_2.1498.tif,Barcelona,train,71.57173156738281,28.428268432617188,2.51762543107497,11,20.042800903320312,5807.0,7,0.0,44.8876838684082
SV_Barcelona_41.3821_2.1481.tif,Barcelona,train,73.05908203125,26.94091796875,2.711826008155868,9,20.577239990234375,14871.0,7,0.0,37.40327835083008
SV_Barcelona_41.3849_2.1499.tif,Barcelona,train,50.05645751953125,49.94354248046875,1.0022608536250037,9,20.425796508789062,8657.0,6,0.0,52.22036361694336
SV_Barcelona_41.3953_2.1498.tif,Barcelona,train,57.31620788574219,42.68379211425781,1.342809648503481,14,17.853546142578125,7949.5,8,0.0,48.04024887084961
SV_Barcelona_41.3787_2.1533.tif,Barcelona,train,60.08110046386719,39.91889953613281,1.5050790768789717,9,17.83294677734375,12844.0,6,0.0,44.555580139160156
SV_Barcelona_41.3774_2.1564.tif,Barcelona,train,59.51080322265625,40.48919677734375,1.4697946108912756,10,19.9676513671875,12407.0,8,0.0,44.25333786010742
SV_Barcelona_41.3786_2.1444.tif,Barcelona,train,43.26057434082031,56.73942565917969,0.7624429369566825,15,7.9376220703125,5888.0,9,0.0,79.89473724365234
SV_Barcelona_41.3809_2.1444.tif,Barcelona,train,42.3370361328125,57.6629638671875,0.7342154008997089,12,13.526153564453125,5273.0,6,0.0,79.54650115966797
SV_Barcelona_41.3953_2.1517.tif,Barcelona,train,62.03727722167969,37.96272277832031,1.6341630073253817,8,18.983840942382812,14701.5,6,0.0,44.407989501953125
SV_Barcelona_41.3863_2.1532.tif,Barcelona,train,49.38240051269531,50.61759948730469,0.9755974406704297,9,11.386871337890625,14248.0,7,0.0,41.72080612182617
SV_Barcelona_41.3863_2.1518.tif,Barcelona,train,53.35350036621094,46.64649963378906,1.1437835804417693,10,19.665908813476562,9999.0,7,0.0,41.56599807739258
SV_Barcelona_41.3939_2.1517.tif,Barcelona,train,74.34730529785156,25.652694702148438,2.898225943164751,8,20.213699340820312,19582.5,7,0.0,41.735740661621094
SV_Barcelona_41.3787_2.1482.tif,Barcelona,train,33.963775634765625,66.03622436523438,0.5143203743284617,6,19.4854736328125,7237.0,4,0.0,39.688819885253906
SV_Barcelona_41.3821_2.1500.tif,Barcelona,train,72.46360778808594,27.536392211914062,2.631557802867632,8,20.261001586914062,18535.5,6,0.0,37.395877838134766
SV_Barcelona_41.3911_2.1532.tif,Barcelona,train,66.87889099121094,33.12110900878906,2.019222574143392,9,17.598342895507812,10221.0,6,0.0,37.83015441894531
SV_Barcelona_41.3925_2.1532.tif,Barcelona,train,71.19979858398438,28.800201416015625,2.472197939018252,9,20.43914794921875,10872.0,8,0.0,41.76752853393555
SV_Barcelona_41.3900_2.1499.tif,Barcelona,train,66.95747375488281,33.04252624511719,2.02640298317921,8,26.918792724609375,14688.0,6,0.0,39.648475646972656
SV_Barcelona_41.3967_2.1442.tif,Barcelona,train,60.94322204589844,39.05677795410156,1.5603750549396884,27,8.700942993164062,2688.0,11,0.0,40.7003288269043
SV_Barcelona_41.3849_2.1532.tif,Barcelona,train,64.35470581054688,35.645294189453125,1.8054194045504164,10,18.595504760742188,12326.5,6,0.0,41.72090148925781
SV_Barcelona_41.3787_2.1463.tif,Barcelona,train,16.825485229492188,83.17451477050781,0.20229135421969666,9,6.519317626953125,3396.0,4,0.0,42.585426330566406
SV_Barcelona_41.3900_2.1517.tif,Barcelona,train,63.054656982421875,36.945343017578125,1.7067010841507486,9,26.992034912109375,14398.0,6,0.0,33.80295181274414
SV_Barcelona_41.3900_2.1462.tif,Barcelona,train,53.68995666503906,46.31004333496094,1.1593588085569073,11,15.754318237304688,10456.0,8,0.0,46.9559211730957
SV_Barcelona_41.3953_2.1442.tif,Barcelona,train,58.248138427734375,41.751861572265625,1.3951027866605756,17,12.186050415039062,4673.0,8,0.0,50.58708572387695
SV_Barcelona_41.3774_2.1533.tif,Barcelona,train,53.859710693359375,46.140289306640625,1.167303272318402,10,12.189865112304688,11801.0,8,0.0,44.49263000488281
SV_Barcelona_41.3773_2.1445.tif,Barcelona,train,64.520263671875,35.479736328125,1.8185102356786513,18,13.263320922851562,6156.0,10,0.0,42.58491134643555
SV_Barcelona_41.3967_2.1461.tif,Barcelona,train,59.50584411621094,40.49415588378906,1.4694921481258183,20,12.163162231445312,2992.5,9,0.0,40.70156478881836
SV_Barcelona_41.3774_2.1519.tif,Barcelona,train,54.335784912109375,45.664215087890625,1.1898985848662558,10,17.664337158203125,10172.5,8,0.0,44.427921295166016
SV_Barcelona_41.3877_2.1480.tif,Barcelona,train,66.72592163085938,33.274078369140625,2.0053424437667666,10,20.306777954101562,3834.0,5,0.0,36.27164077758789
SV_Barcelona_41.3925_2.1461.tif,Barcelona,train,62.3382568359375,37.6617431640625,1.655214326229641,9,18.804168701171875,16307.0,6,0.0,41.70608901977539
SV_Barcelona_41.3877_2.1499.tif,Barcelona,train,69.67582702636719,30.324172973632812,2.2976991684802437,9,15.506362915039062,26442.0,6,0.0,39.53773880004883
SV_Barcelona_41.3774_2.1583.tif,Barcelona,train,59.600067138671875,40.399932861328125,1.4752516382452363,11,18.504714965820312,5780.0,6,0.0,42.57772445678711
SV_Barcelona_41.3774_2.1500.tif,Barcelona,train,51.8829345703125,48.1170654296875,1.0782647301325554,7,20.416259765625,16655.0,4,0.0,38.915374755859375
SV_Barcelona_41.3925_2.1480.tif,Barcelona,train,64.73426818847656,35.26573181152344,1.8356139193267493,9,20.643997192382812,14040.0,6,0.0,44.74966812133789
SV_Barcelona_41.3787_2.1519.tif,Barcelona,train,59.1400146484375,40.8599853515625,1.447382179401001,9,19.205856323242188,9475.0,8,0.0,44.47451400756836
SV_Berlin_52.5317_13.4851.tif,Berlin,train,17.714691162109375,82.28530883789062,0.21528376586650347,6,4.36859130859375,7990.0,5,0.0,15.824419975280762
SV_Berlin_52.5415_13.4359.tif,Berlin,train,17.218780517578125,82.78121948242188,0.20800346534197212,9,3.699493408203125,4304.0,4,0.0,26.469676971435547
SV_Berlin_52.5096_13.4825.tif,Berlin,train,33.412933349609375,66.58706665039062,0.5017931413774533,13,10.523223876953125,5160.0,7,0.0,68.30410766601562
SV_Berlin_52.5056_13.4951.tif,Berlin,train,30.951690673828125,69.04830932617188,0.44826138360054363,16,6.7989349365234375,2415.0,6,0.0,24.866798400878906
SV_Berlin_52.5040_13.4361.tif,Berlin,train,32.60345458984375,67.39654541015625,0.48375557517716045,11,9.461212158203125,5748.0,6,0.0,34.36915588378906
SV_Berlin_52.5054_13.4867.tif,Berlin,train,36.769866943359375,63.230133056640625,0.5815244277664491,13,11.808395385742188,2889.0,5,0.0,23.079118728637695
SV_Berlin_52.5046_13.5053.tif,Berlin,train,20.761489868164062,79.23851013183594,0.262012622822178,9,8.673095703125,3479.0,2,0.0,16.227733612060547
SV_Berlin_52.5109_13.4779.tif,Berlin,train,27.019119262695312,72.98088073730469,0.3702218853722918,11,6.1176300048828125,3827.0,5,0.0,36.3046875
SV_Berlin_52.5362_13.4577.tif,Berlin,train,12.916946411132812,87.08305358886719,0.148329047717088,44,0.8331298828125,699.0,0,0.0,16.56586456298828
SV_Berlin_52.4933_13.5057.tif,Berlin,train,13.401031494140625,86.59896850585938,0.1547481653113905,13,5.290985107421875,1082.0,2,0.0,68.06015014648438
SV_Berlin_52.5286_13.4557.tif,Berlin,train,26.837539672851562,73.16246032714844,0.3668211751333483,13,8.94927978515625,1435.0,5,0.0,58.92547607421875
SV_Berlin_52.5266_13.4954.tif,Berlin,train,27.224349975585938,72.77565002441406,0.37408597472441646,19,9.588241577148438,1586.0,6,0.0,27.099836349487305
SV_Berlin_52.5067_13.4291.tif,Berlin,train,30.310821533203125,69.68917846679688,0.4349430169799547,18,6.555938720703125,2604.5,5,0.0,27.892719268798828
SV_Berlin_52.4977_13.4317.tif,Berlin,train,31.7962646484375,68.2037353515625,0.46619535549689023,7,19.654083251953125,1216.0,3,0.0,33.908958435058594
SV_Berlin_52.4993_13.4907.tif,Berlin,train,4.1805267333984375,95.81947326660156,0.04362919760336007,9,1.41754150390625,698.0,0,0.0,25.138607025146484
SV_Berlin_52.4917_13.4910.tif,Berlin,train,21.185684204101562,78.81431579589844,0.26880502596717437,14,6.74896240234375,1530.0,3,0.0,25.72926902770996
SV_Berlin_52.5225_13.4623.tif,Berlin,train,53.23143005371094,46.76856994628906,1.1381881061329027,13,16.913986206054688,7591.0,10,0.0,13.507944107055664
SV_Berlin_52.5096_13.4359.tif,Berlin,train,33.36677551269531,66.63322448730469,0.5007528266781165,10,10.963058471679688,4000.0,4,0.0,99.18634033203125
SV_Berlin_52.5306_13.5021.tif,Berlin,train,5.7445526123046875,94.25544738769531,0.060946637796709634,6,3.3809661865234375,1577.5,1,0.0,19.907987594604492
SV_Berlin_52.5418_13.4598.tif,Berlin,train,14.066314697265625,85.93368530273438,0.1636880188218582,20,3.020477294921875,1247.0,2,0.0,11.69472599029541
SV_Berlin_52.5021_13.4906.tif,Berlin,train,35.675811767578125,64.32418823242188,0.5546251378823641,36,5.791473388671875,1338.5,4,0.0,24.49593162536621
SV_Berlin_52.5349_13.4430.tif,Berlin,train,30.821609497070312,69.17839050292969,0.4455381120172928,20,6.6280364990234375,993.0,6,0.0,34.4478759765625
SV_Berlin_52.5008_13.4953.tif,Berlin,train,23.905563354492188,76.09443664550781,0.3141565192979642,15,11.660003662109375,2702.0,2,0.0,27.635047912597656
SV_Berlin_52.5320_13.5062.tif,Berlin,train,7.2498321533203125,92.75016784667969,0.07816516478228502,4,3.3473968505859375,4888.5,2,0.0,17.39777374267578
SV_Berlin_52.5300_13.4579.tif,Berlin,train,15.3106689453125,84.6893310546875,0.18078627797196498,15,2.190399169921875,2218.0,3,0.0,31.765993118286133
SV_Berlin_52.4939_13.4341.tif,Berlin,train,48.57063293457031,51.42936706542969,0.9444143629607102,8,26.14593505859375,3046.5,3,0.0,31.461380004882812
SV_Berlin_52.5393_13.4848.tif,Berlin,train,31.91986083984375,68.08013916015625,0.46885716206826994,23,6.10809326171875,1084.0,5,0.0,24.129972457885742
SV_Berlin_52.5054_13.4401.tif,Berlin,train,25.905990600585938,74.09400939941406,0.3496367764489042,6,11.891555786132812,8444.0,4,0.0,33.69989776611328
SV_Berlin_52.5408_13.4870.tif,Berlin,train,28.596878051757812,71.40312194824219,0.4004989876001047,28,6.30645751953125,1376.0,3,0.0,20.976490020751953
SV_Berlin_52.5305_13.4975.tif,Berlin,train,17.230987548828125,82.76901245117188,0.2081816254482104,8,5.60760498046875,3958.0,4,0.0,15.188372611999512
SV_Berlin_52.4901_13.5020.tif,Berlin,train,45.322418212890625,54.677581787109375,0.8289031213808308,3,43.92814636230469,2871.0,1,0.0,16.22361946105957
SV_Berlin_52.5292_13.5063.tif,Berlin,train,41.76177978515625,58.23822021484375,0.7170854403018314,11,7.9914093017578125,8748.0,8,0.0,25.51158332824707
SV_Berlin_52.4900_13.4956.tif,Berlin,train,50.267791748046875,49.732208251953125,1.010769348776559,13,44.42024230957031,714.0,1,0.0,140.50625610351562
SV_Berlin_52.5084_13.4973.tif,Berlin,train,38.886260986328125,61.113739013671875,0.6362932724117698,19,9.978103637695312,1524.0,5,0.0,23.579795837402344
SV_Berlin_52.5172_13.4800.tif,Berlin,train,27.768707275390625,72.23129272460938,0.38444151043041985,10,13.924407958984375,239.0,3,0.0,24.986413955688477
SV_Berlin_52.5067_13.4757.tif,Berlin,train,36.493682861328125,63.506317138671875,0.5746464998378165,17,8.574295043945312,2324.0,6,0.0,24.55927848815918
SV_Berlin_52.5403_13.4553.tif,Berlin,train,10.486984252929688,89.51301574707031,0.11715597073124998,55,0.4627227783203125,503.0,0,0.0,12.93205451965332
SV_Berlin_52.4918_13.4956.tif,Berlin,train,31.851577758789062,68.14842224121094,0.46738540249766297,11,13.798141479492188,1261.0,3,0.0,125.21623992919922
SV_Berlin_52.4934_13.5089.tif,Berlin,train,12.584304809570312,87.41569519042969,0.14395932883855905,8,5.0861358642578125,1485.5,2,0.0,34.1231803894043
SV_Berlin_52.5046_13.5015.tif,Berlin,train,13.465499877929688,86.53450012207031,0.15560845511252178,13,1.73187255859375,2798.0,0,0.0,19.361970901489258
SV_Berlin_52.4917_13.4443.tif,Berlin,train,40.05126953125,59.94873046875,0.6680920382814091,15,12.259292602539062,3995.0,5,0.0,29.197139739990234
SV_Berlin_52.5299_13.4510.tif,Berlin,train,52.23884582519531,47.76115417480469,1.093751747162608,6,30.549240112304688,6477.0,4,0.0,23.227136611938477
SV_Berlin_52.5186_13.4822.tif,Berlin,train,30.9234619140625,69.0765380859375,0.44766953832560197,12,7.7159881591796875,4601.0,5,0.0,22.381946563720703
SV_Berlin_52.5388_13.4469.tif,Berlin,train,19.4305419921875,80.5694580078125,0.24116510738229613,13,5.838775634765625,3710.0,3,0.0,64.60811614990234
SV_Berlin_52.5393_13.4802.tif,Berlin,train,31.006622314453125,68.99337768554688,0.44941447070141877,21,5.7216644287109375,3133.0,4,0.0,23.44736099243164
SV_Berlin_52.4900_13.4461.tif,Berlin,train,35.48698425292969,64.51301574707031,0.5500748002861924,19,9.5916748046875,3728.0,7,0.0,29.19712257385254
SV_Berlin_52.5317_13.4805.tif,Berlin,train,18.822479248046875,81.17752075195312,0.23186812154021108,10,7.3566436767578125,2276.0,2,0.0,37.60906982421875
SV_Berlin_52.5366_13.4872.tif,Berlin,train,25.923919677734375,74.07608032226562,0.3499634371169909,15,6.348419189453125,2436.0,4,0.0,35.931671142578125
SV_Berlin_52.4981_13.5055.tif,Berlin,train,20.123291015625,79.876708984375,0.2519293955834034,17,2.7187347412109375,3262.0,1,0.0,33.810630798339844
SV_Berlin_52.5045_13.4974.tif,Berlin,train,34.34333801269531,65.65666198730469,0.523074688435058,12,9.679794311523438,5169.0,6,0.0,22.35702133178711
SV_Berlin_52.5291_13.4976.tif,Berlin,train,28.215408325195312,71.78459167480469,0.393056610992725,19,7.53936767578125,3093.0,5,0.0,37.3919792175293
SV_Berlin_52.4966_13.4954.tif,Berlin,train,9.521484375,90.478515625,0.1052347544522396,11,2.843475341796875,1026.0,1,0.0,17.106353759765625
SV_Berlin_52.4966_13.5018.tif,Berlin,train,21.36077880859375,78.63922119140625,0.2716300910025807,15,7.5489044189453125,2065.0,3,0.0,32.89998245239258
SV_Berlin_52.5238_13.4581.tif,Berlin,train,20.593643188476562,79.40635681152344,0.2593450199126629,20,6.021881103515625,2337.5,1,0.0,17.208099365234375
SV_Berlin_52.5291_13.4953.tif,Berlin,train,30.413436889648438,69.58656311035156,0.43705904603189394,26,7.0003509521484375,2068.0,4,0.0,37.39201736450195
SV_Berlin_52.5225_13.4729.tif,Berlin,train,23.557662963867188,76.44233703613281,0.30817559846099335,39,5.43670654296875,532.0,3,0.0,23.43791389465332
SV_Berlin_52.5158_13.4864.tif,Berlin,train,35.852813720703125,64.14718627929688,0.5589148301002629,11,16.300201416015625,5298.0,6,0.0,35.14565658569336
SV_Berlin_52.5006_13.4402.tif,Berlin,train,41.60194396972656,58.39805603027344,0.7123857675700745,12,13.113021850585938,5719.0,6,0.0,40.71295166015625
SV_Berlin_52.5081_13.4780.tif,Berlin,train,11.673736572265625,88.32626342773438,0.13216608649834588,12,2.8186798095703125,1670.0,2,0.0,65.60235595703125
SV_Berlin_52.5401_13.4359.tif,Berlin,train,17.263412475585938,82.73658752441406,0.208655118516845,9,6.1428070068359375,2568.0,3,0.0,26.448637008666992
SV_Berlin_52.5333_13.4974.tif,Berlin,train,22.13287353515625,77.86712646484375,0.28423899198526387,7,11.322021484375,2860.0,3,0.0,24.218612670898438
SV_Berlin_52.5082_13.4382.tif,Berlin,train,46.221160888671875,53.778839111328125,0.8594674346351913,14,15.864944458007812,2151.5,6,0.0,99.18211364746094
SV_Berlin_52.5380_13.4894.tif,Berlin,train,30.376052856445312,69.62394714355469,0.43628742843053997,14,7.1018218994140625,4709.0,7,0.0,34.61035919189453
SV_Berlin_52.5068_13.4867.tif,Berlin,train,14.022445678710938,85.97755432128906,0.16309426093129534,8,5.019378662109375,3476.5,2,0.0,22.952917098999023
SV_Berlin_52.5240_13.4729.tif,Berlin,train,16.783905029296875,83.21609497070312,0.20169061087528536,27,6.2908172607421875,582.0,2,0.0,37.55135726928711
SV_Berlin_52.5303_13.4851.tif,Berlin,train,41.064453125,58.935546875,0.6967688483844242,8,17.559814453125,10534.0,5,0.0,68.87139129638672
SV_Berlin_52.4939_13.4405.tif,Berlin,train,12.877273559570312,87.12272644042969,0.14780613607604637,13,1.8169403076171875,3026.0,0,0.0,26.48719024658203
SV_Berlin_52.5355_13.4913.tif,Berlin,train,19.855117797851562,80.14488220214844,0.2477403079559247,6,13.065338134765625,4475.0,3,0.0,69.5113525390625
SV_Berlin_52.5266_13.5000.tif,Berlin,train,31.06231689453125,68.93768310546875,0.4505854489917882,23,6.0779571533203125,1800.0,7,0.0,31.356569290161133
SV_Berlin_52.5299_13.4533.tif,Berlin,train,34.0728759765625,65.9271240234375,0.5168263667083276,8,11.75384521484375,7126.0,5,0.0,42.639949798583984
SV_Berlin_52.5069_13.4928.tif,Berlin,train,42.73109436035156,57.26890563964844,0.7461482611389024,18,6.478118896484375,5412.5,9,0.0,27.051931381225586
SV_Berlin_52.5387_13.4383.tif,Berlin,train,22.417068481445312,77.58293151855469,0.28894330289754594,14,8.691787719726562,1212.0,3,0.0,28.603351593017578
SV_Berlin_52.5071_13.5052.tif,Berlin,train,16.628265380859375,83.37173461914062,0.1994472761880359,13,2.8705596923828125,2526.0,4,0.0,18.421512603759766
SV_Berlin_52.5261_13.4581.tif,Berlin,train,25.079345703125,74.920654296875,0.3347454175152749,17,12.552261352539062,2032.0,2,0.0,22.343372344970703
SV_Berlin_52.4903_13.4444.tif,Berlin,train,40.03639221191406,59.96360778808594,0.6676781749591262,19,7.1643829345703125,4258.0,7,0.0,29.19562530517578
SV_Berlin_52.5265_13.4852.tif,Berlin,train,42.4163818359375,57.5836181640625,0.7366050135142297,18,8.344650268554688,2810.5,8,0.0,26.700185775756836
SV_Berlin_52.5238_13.4558.tif,Berlin,train,30.053329467773438,69.94667053222656,0.4296606148526677,29,2.515411376953125,2698.0,3,0.0,21.32398796081543
