tile,building_pixels_pct,buildings,area_mean,area_median,area_p95,width_mean,height_mean,aspect_mean,compactness_mean,perimeter_mean,split
SV_Copenhagen_55.6791_12.5829.tif,59.99946594238281,12,13107.083333333334,9835.5,36973.44999999999,113.91666666666667,155.25,0.9370242174930178,0.4071000044751774,603.7001230120659,copenhagen
SV_Copenhagen_55.6857_12.5875.tif,68.12477111816406,13,13737.307692307691,4241.0,54275.79999999991,116.46153846153847,133.07692307692307,1.0269240943200528,0.4471390308896014,630.8684604901534,copenhagen
SV_Copenhagen_55.6805_12.5828.tif,61.7767333984375,9,17993.777777777777,6416.0,42247.6,143.22222222222223,182.11111111111111,0.8580516123964003,0.3575138495045533,756.6064738035202,copenhagen
SV_Copenhagen_55.6868_12.5886.tif,62.44316101074219,19,8615.315789473685,3111.0,37047.09999999997,98.52631578947368,103.78947368421052,1.1036887688546206,0.501683148228854,513.5179161021584,copenhagen
SV_Copenhagen_55.6951_12.5575.tif,41.796875,35,3130.5142857142855,1860.0,9941.699999999997,49.371428571428574,71.77142857142857,0.7736115611757892,0.5562158160541633,248.4839568240302,copenhagen
SV_Copenhagen_55.6777_12.5855.tif,41.526031494140625,8,13606.375,3667.5,39265.59999999999,117.875,155.75,1.539966791509687,0.3975574648078727,542.2528287172318,copenhagen
SV_Copenhagen_55.6710_12.5566.tif,55.36842346191406,36,4031.027777777778,1134.5,16601.25,72.72222222222223,73.75,1.0408455126942953,0.4925848270387177,300.289906097783,copenhagen
SV_Copenhagen_55.6799_12.5560.tif,7.2536468505859375,8,2376.875,1808.0,6549.149999999998,33.375,92.75,0.5952896943686596,0.5152074903659829,245.28947450220585,copenhagen
SV_Copenhagen_55.6792_12.5879.tif,53.50990295410156,12,11688.916666666666,9614.5,29318.149999999994,128.66666666666666,153.16666666666666,1.0483844561617912,0.4673594180997325,594.6706852118174,copenhagen
SV_Copenhagen_55.6771_12.5537.tif,15.968704223632812,19,2203.0,1922.0,6162.599999999997,53.26315789473684,59.89473684210526,0.960120528704647,0.5969971818560753,217.5671481521506,copenhagen
SV_Copenhagen_55.6785_12.5536.tif,26.099014282226562,26,2631.423076923077,1945.5,7191.5,57.76923076923077,66.07692307692308,1.0071397255186108,0.5371120678633254,267.34257566470365,copenhagen
SV_Copenhagen_55.6772_12.5586.tif,43.70994567871094,12,9548.25,1121.0,29958.5,73.75,108.41666666666667,0.7827402067240786,0.5908430301527334,380.9784437318643,copenhagen
SV_Copenhagen_55.6895_12.5847.tif,56.88018798828125,40,3727.55,2646.5,11103.95,111.075,82.25,1.3098121955584159,0.4036636077858334,359.8689891844988,copenhagen
SV_Copenhagen_55.6980_12.5617.tif,32.395172119140625,12,7076.833333333333,6432.5,16772.0,103.25,123.5,0.8423311788796631,0.46428929197350816,431.6565611561139,copenhagen
SV_Copenhagen_55.6999_12.5841.tif,53.94248962402344,18,7855.944444444444,7008.0,19749.89999999999,106.05555555555556,122.44444444444444,1.1105470561937385,0.4492803128226486,479.80708742141724,copenhagen
SV_Copenhagen_55.6813_12.5366.tif,43.05877685546875,48,2351.25,1091.0,7448.1,44.833333333333336,53.4375,0.8942632091561328,0.607773941939642,210.54745410134396,copenhagen
SV_Copenhagen_55.6758_12.5461.tif,43.16253662109375,28,4040.6428571428573,1326.0,20528.44999999999,70.67857142857143,81.78571428571429,0.9284187392922688,0.5174548874954688,386.37116362367357,copenhagen
SV_Copenhagen_55.6834_12.5888.tif,65.02418518066406,14,12175.214285714286,2191.5,56836.64999999998,126.35714285714286,115.42857142857143,1.3759395531814143,0.3563489139821837,591.7735063263348,copenhagen
SV_Copenhagen_55.6738_12.5564.tif,64.60342407226562,18,9408.555555555555,2445.5,42525.849999999984,106.77777777777777,105.55555555555556,1.0453809173150972,0.4700449860886893,516.0065785911348,copenhagen
SV_Copenhagen_55.7007_12.5572.tif,37.837982177734375,15,6612.666666666667,3250.0,20546.299999999985,104.0,100.4,1.0620190987487155,0.49877533176437705,371.6272407134374,copenhagen
SV_Copenhagen_55.6951_12.5551.tif,38.478851318359375,26,3879.6153846153848,2338.5,11880.75,51.92307692307692,106.0,0.7860568664854687,0.4767747780001168,325.2145760701253,copenhagen
SV_Copenhagen_55.6767_12.5880.tif,24.878692626953125,10,6521.8,2088.5,21448.44999999999,103.9,109.2,1.131238889493936,0.43565024973097266,521.1871596455574,copenhagen
SV_Copenhagen_55.6829_12.5627.tif,30.3131103515625,19,4181.526315789473,666.0,20865.6,66.94736842105263,75.0,1.0336887904272622,0.5608084440749295,286.0835433633704,copenhagen
SV_Copenhagen_55.6923_12.5870.tif,16.764450073242188,14,3139.0714285714284,2387.0,8304.099999999997,64.78571428571429,89.64285714285714,0.8049611414601233,0.4626971527317597,285.40669707741057,copenhagen
SV_Copenhagen_55.6766_12.5831.tif,34.679412841796875,7,12986.857142857143,10491.0,31985.699999999986,193.71428571428572,130.28571428571428,1.7473269623142278,0.3300560392052146,694.6415235825947,copenhagen
SV_Copenhagen_55.6711_12.5634.tif,31.917953491210938,12,6972.583333333333,1293.0,30871.849999999988,72.83333333333333,88.08333333333333,0.777229784972807,0.49115212271854897,327.43488216400146,copenhagen
SV_Copenhagen_55.6867_12.5874.tif,63.388824462890625,20,8308.5,2968.0,34083.850000000006,97.45,108.9,1.150119458501226,0.4601420400790562,562.6715183377266,copenhagen
SV_Copenhagen_55.6964_12.5500.tif,42.61665344238281,14,7978.785714285715,7423.0,18147.649999999998,108.64285714285714,127.5,1.586793807058292,0.37075799451298774,595.1305003166199,copenhagen
SV_Copenhagen_55.6979_12.5549.tif,43.43681335449219,17,6697.35294117647,5829.0,16403.799999999996,95.3529411764706,112.05882352941177,1.0040319963832722,0.4348061036716956,465.4825029934154,copenhagen
SV_Copenhagen_55.6760_12.5513.tif,46.318817138671875,20,6070.35,1608.5,21436.15000000001,87.35,109.25,1.008670100867245,0.525786434117281,405.52616991996763,copenhagen
SV_Copenhagen_55.6867_12.5824.tif,53.82118225097656,17,8299.235294117647,5605.0,24315.999999999993,115.29411764705883,127.52941176470588,0.9041624311135656,0.364404642617306,577.9774761971305,copenhagen
SV_Copenhagen_55.6857_12.5886.tif,61.19651794433594,12,13368.083333333334,8116.5,38793.399999999994,135.83333333333334,144.0,1.0138390915456104,0.3981882934537884,744.1072518130144,copenhagen
SV_Copenhagen_55.6806_12.5889.tif,55.272674560546875,10,14489.4,9770.0,32235.75,167.2,139.4,1.3594984151761778,0.40451163312723504,699.5972106933593,copenhagen
SV_Copenhagen_55.6856_12.5825.tif,54.58412170410156,19,7530.210526315789,3831.0,22659.399999999994,108.94736842105263,150.57894736842104,0.8873880430429275,0.2990038882875614,575.8082281162864,copenhagen
SV_Copenhagen_55.6910_12.5883.tif,20.029830932617188,9,5834.111111111111,2394.0,21636.59999999999,106.22222222222223,130.77777777777777,1.2023107230745875,0.29242754301947854,472.9526584280862,copenhagen
SV_Copenhagen_55.6786_12.5586.tif,41.17584228515625,5,21587.2,25994.0,31190.2,143.4,216.6,0.6534462291784792,0.47976125038142126,720.996375656128,copenhagen
SV_Copenhagen_55.6985_12.5878.tif,34.059906005859375,20,4464.3,1712.0,17020.9,74.2,96.05,1.1879764970189368,0.48742264369139504,333.2340786278248,copenhagen
SV_Copenhagen_55.7014_12.5877.tif,43.43528747558594,18,6325.722222222223,2468.5,17308.899999999994,91.61111111111111,92.11111111111111,0.9091468035395547,0.537421006878674,382.64565667178897,copenhagen
SV_Copenhagen_55.6786_12.5459.tif,47.73063659667969,49,2553.3673469387754,987.0,11738.399999999998,51.91836734693877,68.61224489795919,0.9897305649460695,0.5418604293594232,253.20841041633062,copenhagen
SV_Copenhagen_55.6785_12.5411.tif,36.84272766113281,43,2245.6046511627906,1111.0,10495.999999999996,47.41860465116279,60.55813953488372,1.0464023355329024,0.5732178893289146,226.8473072329233,copenhagen
SV_Copenhagen_55.6819_12.5852.tif,53.3905029296875,12,11663.333333333334,6068.5,39362.34999999996,140.91666666666666,116.08333333333333,1.2624738482153155,0.40394075486564635,613.8301665882269,copenhagen
SV_Copenhagen_55.6985_12.5842.tif,50.63743591308594,20,6637.15,3743.5,19258.70000000001,78.6,109.75,1.1572307972963394,0.4800331143543685,373.7736271798611,copenhagen
SV_Copenhagen_55.6895_12.5823.tif,59.641265869140625,31,5043.064516129032,3618.0,15672.5,101.74193548387096,95.64516129032258,1.1277774608642408,0.3966908522111319,404.80884358959815,copenhagen
SV_Copenhagen_55.6966_12.5599.tif,27.588272094726562,9,8035.666666666667,1127.0,35931.19999999998,64.11111111111111,93.88888888888889,0.5260687812678964,0.4379002781145637,371.18829335106744,copenhagen
SV_Copenhagen_55.6952_12.5600.tif,52.434539794921875,17,8085.529411764706,595.0,40890.799999999974,68.05882352941177,92.47058823529412,0.6863709969108697,0.46348668442159435,391.73308458047757,copenhagen
SV_Copenhagen_55.6766_12.5855.tif,19.41680908203125,9,5655.333333333333,3578.0,12941.4,116.0,84.55555555555556,1.5919538513979388,0.35728928541310284,426.7250171502431,copenhagen
SV_Copenhagen_55.6923_12.5846.tif,23.546600341796875,21,2939.3333333333335,1480.0,11094.0,66.66666666666667,85.28571428571429,0.8884632842391169,0.48470159348855624,277.0661143064499,copenhagen
SV_Copenhagen_55.6770_12.5319.tif,32.35321044921875,28,3028.5,901.5,11262.05,55.535714285714285,68.0,0.9648157290139381,0.6998458521538863,277.04997821365083,copenhagen
SV_Copenhagen_55.6999_12.5866.tif,41.54701232910156,18,6050.722222222223,2683.5,19238.64999999999,93.5,99.22222222222223,0.9781492522642764,0.5380955660281209,414.00307587120267,copenhagen
SV_Copenhagen_55.6993_12.5548.tif,34.50355529785156,18,5024.944444444444,3384.5,12961.799999999992,94.61111111111111,97.5,1.4887092781404918,0.4193610989539164,391.84960836834375,copenhagen
SV_Copenhagen_55.6964_12.5525.tif,42.74253845214844,21,5335.285714285715,3741.0,14500.0,67.38095238095238,112.38095238095238,1.0548542706419686,0.4950806106294521,378.7811638911565,copenhagen
SV_Copenhagen_55.6965_12.5574.tif,32.45086669921875,27,3150.6666666666665,1881.0,7895.499999999998,42.77777777777778,82.62962962962963,0.7434006321259929,0.5829141126994382,252.7001033756468,copenhagen
SV_Copenhagen_55.6723_12.5515.tif,42.79136657714844,19,5903.736842105263,5889.0,13201.19999999999,64.57894736842105,166.1578947368421,0.6328192189468121,0.4568201704577308,472.26067213635696,copenhagen
SV_Copenhagen_55.6978_12.5524.tif,41.558837890625,16,6808.6875,5772.0,18857.5,90.75,121.125,1.0132136465369679,0.40007392557151683,467.60325837880373,copenhagen
SV_Copenhagen_55.6833_12.5851.tif,67.46788024902344,12,14738.083333333334,2893.0,69024.34999999999,128.91666666666666,126.91666666666667,1.1714500497557931,0.41525855581291243,587.0889630417029,copenhagen
SV_Copenhagen_55.6711_12.5615.tif,54.6661376953125,21,6823.857142857143,2242.0,25615.0,80.71428571428571,86.95238095238095,1.003731639469024,0.5106356088648472,367.7539647306715,copenhagen
SV_Copenhagen_55.6725_12.5633.tif,51.88941955566406,12,11335.416666666666,3727.0,43391.84999999998,112.08333333333333,117.91666666666667,0.831649333961701,0.60451796586888,442.5271125336488,copenhagen
SV_Copenhagen_55.6896_12.5884.tif,40.34309387207031,20,5287.85,2220.0,21794.300000000007,101.65,90.45,1.6867298084615012,0.3393570146870326,395.5386591494083,copenhagen
SV_Copenhagen_55.6895_12.5872.tif,52.38037109375,24,5721.208333333333,4689.5,11337.149999999998,136.16666666666666,109.75,1.6277353512711408,0.2912203362932417,505.42182512084645,copenhagen
SV_Copenhagen_55.6940_12.5526.tif,40.662384033203125,22,4844.954545454545,3170.0,15342.399999999996,85.31818181818181,105.77272727272727,0.9362200048605637,0.40718109042203365,437.68878335844386,copenhagen
SV_Copenhagen_55.6819_12.5827.tif,58.88023376464844,8,19293.875,8493.0,69559.59999999996,139.625,185.125,1.5131689444427434,0.33504609076182656,858.2039905190468,copenhagen
SV_Copenhagen_55.6942_12.5620.tif,51.77001953125,7,19387.428571428572,3147.0,47920.899999999994,173.14285714285714,169.71428571428572,1.6418896914741008,0.35648998375089824,899.4350371701377,copenhagen
SV_Copenhagen_55.6813_12.5390.tif,24.750518798828125,25,2594.64,1049.0,11275.199999999986,49.16,61.84,1.015263649548487,0.5982608311562266,230.73353707313538,copenhagen
SV_Copenhagen_55.6941_12.5576.tif,52.382659912109375,25,5492.72,1606.0,8569.4,62.16,76.72,1.0215171240980487,0.5106908243182093,340.6257294893265,copenhagen
SV_Copenhagen_55.6980_12.5598.tif,16.297149658203125,10,4272.2,1388.0,13018.299999999997,70.3,70.6,1.6021507180466716,0.4555912282180777,327.7287567138672,copenhagen
SV_Copenhagen_55.6755_12.5295.tif,17.267608642578125,19,2381.4736842105262,1559.0,10203.2,56.10526315789474,56.68421052631579,1.852668493601632,0.5251585452089068,244.22811845729225,copenhagen
SV_Copenhagen_55.6993_12.5573.tif,38.42048645019531,18,5595.388888888889,4232.5,12407.499999999998,106.38888888888889,95.77777777777777,1.193080041348236,0.47504817544008104,392.0271615518464,copenhagen
SV_Copenhagen_55.6940_12.5551.tif,41.64543151855469,25,4366.84,2479.0,12117.999999999998,76.6,98.56,1.1262510774896908,0.3961720394564178,392.5906897687912,copenhagen
SV_Copenhagen_55.6783_12.5293.tif,29.187393188476562,16,4781.6875,1837.0,21048.5,75.1875,81.9375,0.9181945534618368,0.512401848612323,389.1849189698696,copenhagen
SV_Copenhagen_55.7008_12.5597.tif,26.894760131835938,14,5035.928571428572,2573.0,15738.349999999997,75.42857142857143,82.78571428571429,0.898437891454364,0.49432919321940877,294.5138714994703,copenhagen
SV_Copenhagen_55.6748_12.5462.tif,37.34588623046875,27,3625.777777777778,1132.0,11845.8,75.33333333333333,69.62962962962963,1.1288912941222582,0.5035922881069008,366.4423983317834,copenhagen
SV_Copenhagen_55.6724_12.5565.tif,55.31272888183594,32,4530.40625,2667.0,14101.55,79.6875,83.28125,1.0659013171961746,0.5399253900044079,352.77109650895,copenhagen
SV_Copenhagen_55.6798_12.5342.tif,42.50602722167969,44,2532.25,988.5,10349.300000000003,55.04545454545455,62.84090909090909,1.0200177721698902,0.5565497020240872,261.8798032267527,copenhagen
SV_Copenhagen_55.6700_12.5616.tif,54.30755615234375,20,7118.2,2832.0,26510.45000000001,85.3,109.85,0.8502205475449625,0.5113816031875715,367.05501438379287,copenhagen
SV_Copenhagen_55.6812_12.5510.tif,44.658660888671875,28,4181.071428571428,1629.5,16904.5,66.17857142857143,72.89285714285714,0.9582663527024148,0.5268376723795646,291.28076763238226,copenhagen
SV_Copenhagen_55.6792_12.5890.tif,40.60249328613281,10,10643.7,5960.0,28244.349999999988,135.7,140.1,1.1263374164508724,0.42033466135636643,543.7708042502403,copenhagen
SV_Copenhagen_55.6745_12.5320.tif,19.6441650390625,36,1429.6666666666667,794.0,3151.5,39.666666666666664,40.97222222222222,1.5721221147776205,0.5521288502209284,160.8311701218287,copenhagen
SV_Copenhagen_55.6856_12.5850.tif,63.27018737792969,12,13821.583333333334,2533.0,63710.74999999993,105.5,117.58333333333333,1.0051732231608541,0.43279989736915364,687.2600417633852,copenhagen
SV_Copenhagen_55.6946_12.5869.tif,42.108917236328125,13,8491.23076923077,4681.0,25748.59999999997,130.69230769230768,138.3846153846154,0.9551308444542854,0.3491093171879462,558.1771832521146,copenhagen
SV_Copenhagen_55.6813_12.5409.tif,19.894790649414062,23,2266.9565217391305,983.0,12392.599999999986,50.130434782608695,52.21739130434783,1.0642295305413403,0.5764234396410588,224.0630923198617,copenhagen
SV_Copenhagen_55.6745_12.5345.tif,32.6263427734375,43,1988.3023255813953,1098.0,6697.3,43.48837209302326,60.27906976744186,1.097783445058021,0.5905010148040476,205.72035051223844,copenhagen
SV_Copenhagen_55.7013_12.5840.tif,46.208953857421875,23,5266.695652173913,2852.0,23725.799999999977,79.73913043478261,93.47826086956522,0.9671630299604395,0.4331431061863433,412.6482340926709,copenhagen
SV_Copenhagen_55.6767_12.5892.tif,29.985809326171875,16,4912.875,1739.5,19787.5,80.0,96.5,0.826249836333222,0.5005719590179458,384.84471113979816,copenhagen
SV_Copenhagen_55.6701_12.5635.tif,26.180267333984375,16,4289.375,489.5,19439.0,43.0,76.875,0.6513684298996237,0.5548135178029372,247.7471029907465,copenhagen
SV_Copenhagen_55.6827_12.5558.tif,16.276168823242188,17,2509.5882352941176,1141.0,9029.399999999998,56.88235294117647,65.3529411764706,1.0150995092198067,0.49075566779910473,243.3760144780664,copenhagen
SV_Copenhagen_55.6956_12.5819.tif,21.97723388671875,16,3600.75,2042.0,15231.5,75.5625,82.125,1.1292722776738544,0.45814194933315316,340.82408160716295,copenhagen
SV_Copenhagen_55.6957_12.5844.tif,36.212921142578125,22,4315.0,2140.5,14970.349999999997,80.04545454545455,82.86363636363636,1.1000508752726768,0.4437608799361579,337.307736992836,copenhagen
SV_Copenhagen_55.6909_12.5847.tif,46.09870910644531,34,3554.176470588235,3181.5,8988.199999999999,117.20588235294117,97.76470588235294,1.2482449914765903,0.35862727598772476,396.18483493608585,copenhagen
SV_Copenhagen_55.6812_12.5341.tif,38.965606689453125,56,1823.767857142857,1047.5,7974.75,44.42857142857143,53.267857142857146,0.9916837022877294,0.5567908907049581,216.1277677161353,copenhagen
SV_Copenhagen_55.6756_12.5344.tif,32.75337219238281,37,2319.945945945946,1087.0,7272.599999999997,46.4054054054054,62.2972972972973,0.9216881072085775,0.5767613951551236,226.88770614121412,copenhagen
SV_Copenhagen_55.6814_12.5584.tif,25.168609619140625,10,6597.6,1995.0,27068.099999999984,72.7,107.6,1.2692246893601726,0.3977434454507546,416.9044927120209,copenhagen
SV_Copenhagen_55.6785_12.5367.tif,47.249603271484375,28,4423.357142857143,1061.5,14478.649999999994,67.75,81.0,1.0464082241564532,0.5037694173528043,330.19313351597106,copenhagen
SV_Copenhagen_55.6737_12.5514.tif,54.851531982421875,23,6251.130434782609,1493.0,21002.399999999998,68.52173913043478,89.34782608695652,1.1226996912580873,0.5768282603664222,429.42773858360624,copenhagen
SV_Copenhagen_55.6737_12.5539.tif,65.93780517578125,15,11522.866666666667,5636.0,34949.299999999945,104.46666666666667,117.13333333333334,0.9264222783719452,0.5105553058878538,536.6541815598806,copenhagen
SV_Copenhagen_55.6785_12.5392.tif,48.96049499511719,36,3564.5833333333335,1238.0,15851.25,63.27777777777778,67.61111111111111,1.1805324650895261,0.5161510818401494,283.6371316413085,copenhagen
SV_Copenhagen_55.6909_12.5871.tif,34.55009460449219,17,5327.294117647059,4546.0,12184.399999999983,130.8235294117647,137.05882352941177,1.0962439749539075,0.30446188239789357,498.38439491917103,copenhagen
SV_Copenhagen_55.6744_12.5295.tif,17.753982543945312,20,2326.15,1036.0,5397.500000000014,51.05,49.55,1.7524512303904516,0.561944010337015,217.19122922420502,copenhagen
SV_Copenhagen_55.6787_12.5629.tif,38.779449462890625,16,6353.625,4289.0,15328.5,99.5,115.9375,0.9996700478512539,0.4188809910217759,410.1644399613142,copenhagen
SV_Copenhagen_55.6813_12.5559.tif,7.8594207763671875,18,1144.611111111111,1177.0,2898.1999999999994,32.22222222222222,47.05555555555556,0.7140071488437189,0.6029247546463444,151.728153804938,copenhagen
SV_Copenhagen_55.6806_12.5878.tif,55.536651611328125,12,12131.166666666666,6574.0,35057.299999999996,150.16666666666666,151.33333333333334,1.112052653735015,0.3613324158203684,636.7995390594006,copenhagen
SV_Copenhagen_55.6979_12.5574.tif,29.308319091796875,15,5121.6,4910.0,12331.299999999996,94.06666666666666,90.06666666666666,1.4937621759684936,0.4685477707257539,381.67366741498313,copenhagen
SV_Copenhagen_55.6820_12.5877.tif,60.074615478515625,14,11248.0,3176.0,51989.64999999998,122.85714285714286,106.42857142857143,1.288833529840575,0.38833491360820405,550.8130965317998,copenhagen
SV_Copenhagen_55.6827_12.5533.tif,37.911224365234375,27,3680.5185185185187,657.0,15443.199999999997,66.96296296296296,62.18518518518518,1.096435388691406,0.5371148987754905,271.33655141018056,copenhagen
SV_Copenhagen_55.6965_12.5550.tif,44.364166259765625,24,4845.75,3780.0,17313.49999999999,63.083333333333336,108.875,0.7210895984548147,0.5047171024491859,351.199550618728,copenhagen
SV_Copenhagen_55.6784_12.5318.tif,33.08143615722656,34,2550.4117647058824,882.0,9121.749999999993,65.0,57.588235294117645,1.177050753616933,0.5899575628538,256.71942213002376,copenhagen
