id,p99,pred_scale_depth,pred_scale_footprint,pred_scale_combined,pred_scale_oracle
SV_NewYork_40.7333_-73.9835.tif,53.09059,12.524014642045763,24.143858074852286,15.628759522448973,18.760749836854686
SV_NewYork_40.7346_-74.0053.tif,48.66767,12.069044301122016,20.49024265904253,8.692814975132805,12.771044430816957
SV_NewYork_40.7360_-74.0053.tif,24.092125,5.0,19.514422471003204,5.0,5.0
SV_NewYork_40.7400_-73.9797.tif,89.39852,7.276701327095694,28.885974073664094,16.735115295444473,15.354625891181612
SV_NewYork_40.7346_-74.0108.tif,61.51254,16.52233225856267,20.559065316267993,14.70612294194558,16.483244340514318
SV_NewYork_40.7402_-74.0107.tif,50.670994,13.54114582627577,22.3629882575277,9.21076928127637,23.599695735688726
SV_NewYork_40.7344_-73.9916.tif,90.32358,8.920517358861126,18.283469641537064,9.212065376244553,22.745223810499724
SV_NewYork_40.7344_-73.9871.tif,59.366,13.66671862336483,22.236167097590652,18.16885016321737,20.231007080906195
SV_NewYork_40.7359_-73.9990.tif,48.55015,5.0,22.135784084938106,5.0,7.285381977213632
SV_NewYork_40.7358_-73.9853.tif,87.40243,10.461459645425187,19.97440534686704,11.06536735234144,19.477835453188106
SV_NewYork_40.7388_-74.0034.tif,63.228924,17.430675254154863,23.970025146373644,20.15747431435372,29.895849051722642
SV_NewYork_40.7333_-73.9816.tif,56.16233,14.684020115627995,31.59067576471753,26.8913599644519,14.546819682108605
SV_NewYork_40.7335_-74.0072.tif,27.918941,9.526357765860155,20.032843355787058,7.044148043791651,10.216047638759136
SV_NewYork_40.7372_-73.9916.tif,91.90051,7.812467203043688,19.550127946714806,5.567416439803239,13.215940483013611
SV_NewYork_40.7344_-73.9853.tif,67.01555,16.548212352546077,21.057015219755495,18.58218763688923,22.745134004211636
SV_NewYork_40.7335_-74.0108.tif,58.597576,21.024562041339152,26.069403213326765,25.3703866406682,26.992931311386286
SV_NewYork_40.7387_-73.9971.tif,83.05143,5.0,27.46238721303507,16.450063682532075,16.678752054270717
SV_NewYork_40.7345_-74.0034.tif,55.79858,11.675229545137928,19.136904266835998,8.70461502456547,19.958796102492656
SV_NewYork_40.7372_-73.9901.tif,91.989044,8.150060409837536,25.367583693746333,16.04860688197944,14.670139269705615
SV_NewYork_40.7400_-73.9815.tif,89.35062,12.555183932717352,24.233034698599685,14.689132182841178,18.57634564292701
SV_NewYork_40.7357_-73.9797.tif,49.053726,6.984564262403254,25.153284563623803,10.446021488647474,9.103673814497228
SV_NewYork_40.7371_-73.9783.tif,81.871155,20.617851011760273,22.282467610874964,16.123581753742116,20.257550415940955
SV_NewYork_40.7332_-73.9784.tif,45.037403,10.873428364557377,29.64004105340922,21.847770855030944,16.935250067360826
SV_NewYork_40.7402_-74.0034.tif,56.36359,12.553982858350214,16.812096035594074,7.06019355647895,31.027240188844125
SV_NewYork_40.7345_-73.9953.tif,73.94654,7.257172086102919,19.368159933782533,7.444718763185435,18.887855751108845
SV_NewYork_40.7333_-73.9872.tif,60.462822,13.116396079822461,22.94653993159292,14.89292153683057,23.749272522228054
SV_NewYork_40.7372_-73.9853.tif,87.37542,5.0,29.230116381971694,14.9272211142017,10.498357943051758
SV_NewYork_40.7358_-73.9871.tif,87.394165,6.189458764258681,24.191606095883223,13.910811761690354,15.897903785393453
SV_NewYork_40.7357_-73.9783.tif,49.064827,12.65594828987846,19.40161804079022,8.181423580880391,12.787789842557999
SV_NewYork_40.7334_-74.0020.tif,54.768715,5.0,22.891159411687575,6.439916704717859,9.280915581024999
SV_NewYork_40.7333_-73.9853.tif,55.7865,9.409199471886524,28.701063605143474,22.824860984025605,17.532846965208435
SV_NewYork_40.7373_-73.9953.tif,81.60519,5.0,24.602905850097383,12.506625065532475,24.94920234527453
SV_NewYork_40.7385_-73.9797.tif,81.71269,10.205707016682567,28.601920729518472,20.21287842953697,19.737031168336046
SV_NewYork_40.7345_-73.9934.tif,80.89263,11.83334254963767,22.345024882266227,17.64413714024363,22.61743708532707
SV_NewYork_40.7386_-73.9852.tif,77.19309,5.0,16.896938180869547,5.0,7.12264601428754
SV_NewYork_40.7360_-74.0090.tif,59.27499,8.094808547709995,19.701152692803067,7.241712128465849,18.185162536353047
SV_NewYork_40.7372_-73.9871.tif,87.38491,8.71113438145624,13.340674441445648,15.219474315852622,11.022613252023163
SV_NewYork_40.7387_-73.9952.tif,86.52335,5.0,22.772914633655233,11.009090040044924,13.040499344085518
SV_NewYork_40.7358_-73.9834.tif,70.83902,5.6626163359655735,19.945622878636456,5.0,17.101239047366022
SV_NewYork_40.7334_-73.9935.tif,68.919106,17.287688971262163,24.318401721738056,23.707893975372684,26.77768721950413
SV_NewYork_40.7344_-73.9902.tif,101.55153,8.31359737240529,18.06070634109641,6.520438867851411,16.25343961072113
SV_NewYork_40.7387_-73.9989.tif,64.526566,7.283803438260584,18.08558636143319,7.307858855255432,17.60955956750368
SV_NewYork_40.7373_-73.9989.tif,67.45918,8.737722559406798,22.15521984166643,11.699351949844768,13.549288004831823
SV_NewYork_40.7358_-73.9902.tif,106.18608,14.829981566361127,24.039799613177202,20.158355175852222,18.991473968349183
SV_NewYork_40.7386_-73.9871.tif,64.88148,5.0,19.67142343733559,6.349827740403299,5.0
SV_NewYork_40.7388_-74.0089.tif,49.843704,18.04787722649272,24.406305163476112,19.614692096013485,33.24848655349647
SV_NewYork_40.7344_-73.9835.tif,68.148674,14.78007581741619,21.47637335245092,12.961589799073579,23.74221886172097
SV_NewYork_40.7373_-74.0034.tif,63.238136,6.772513666369342,21.23567903961007,5.870948184178019,19.342915928085645
SV_NewYork_40.7402_-74.0089.tif,50.497673,18.247651393791628,22.861261537386138,14.928320206733275,29.79525659897351
SV_NewYork_40.7333_-73.9798.tif,45.03189,12.062374073574155,25.104188646237287,16.302104805985124,10.38536599811458
SV_NewYork_40.7401_-73.9971.tif,65.81651,5.0,24.771733603095587,10.806076735771313,18.298184197488908
SV_NewYork_40.7358_-73.9816.tif,67.676994,11.346660366625194,22.769311335952047,9.004953783817157,18.34545482291395
SV_NewYork_40.7372_-73.9834.tif,58.08564,5.0,22.041200648083624,5.0,5.0
SV_NewYork_40.7373_-74.0020.tif,63.284214,7.8205603391920135,20.855185103053543,6.146661924476291,20.51418422055849
