tile_id,category,base_peak_height,aug_peak_height,gt_peak_height,base_roof_area_px,aug_roof_area_px,gt_roof_area_px,height_error_reduction_m
SV_NewYork_40.7401_-73.9989.tif,skyscraper,71.63784790039062,19.31326675415039,68.70245361328125,261783,262023,146047,-46.453792572021484
SV_NewYork_40.7374_-74.0089.tif,skyscraper,78.26191711425781,19.185571670532227,55.2765998840332,261551,261659,137927,-13.105709075927734
SV_NewYork_40.7385_-73.9783.tif,skyscraper,77.76643371582031,19.258956909179688,83.77677917480469,261779,262143,104562,-58.507476806640625
SV_NewYork_40.7358_-73.9834.tif,skyscraper,77.3962631225586,19.1171817779541,76.1580581665039,260779,262039,120780,-55.80267333984375
SV_NewYork_40.7373_-73.9934.tif,skyscraper,73.48683166503906,19.24116325378418,87.32231140136719,261823,261935,111056,-54.24566650390625
SV_NewYork_40.7346_-74.0108.tif,skyscraper,77.6185531616211,19.00223159790039,68.08157348632812,260715,258931,86346,-39.542362213134766
SV_NewYork_40.7373_-73.9971.tif,skyscraper,72.68991088867188,19.27798080444336,81.74205017089844,261779,262143,144449,-53.411930084228516
SV_NewYork_40.7359_-73.9934.tif,skyscraper,75.44618225097656,19.24332618713379,87.26513671875,261663,262143,121880,-56.202857971191406
SV_NewYork_40.7388_-74.0052.tif,skyscraper,77.54527282714844,19.17252540588379,62.00228500366211,261543,262063,137399,-27.28676986694336
SV_NewYork_40.7333_-73.9835.tif,skyscraper,76.41969299316406,18.612695693969727,63.63603973388672,261059,253159,97681,-32.23969268798828
SV_NewYork_40.7346_-74.0071.tif,skyscraper,79.58291625976562,19.055191040039062,55.77592468261719,261551,260659,131267,-12.913742065429688
SV_NewYork_40.7359_-73.9953.tif,skyscraper,70.23114776611328,19.23099136352539,88.79295349121094,261779,261075,132310,-51.000160217285156
SV_NewYork_40.7359_-73.9990.tif,skyscraper,69.30255889892578,19.3228702545166,62.07466506958008,261495,262083,133985,-35.52389907836914
SV_NewYork_40.7373_-73.9953.tif,skyscraper,72.37525177001953,19.166852951049805,87.32393646240234,261723,259779,138288,-53.208396911621094
SV_NewYork_40.7357_-73.9783.tif,skyscraper,76.3150634765625,17.356891632080078,61.699222564697266,260179,221923,50807,-29.726490020751953
SV_NewYork_40.7357_-73.9797.tif,skyscraper,75.06887817382812,18.200889587402344,60.6185188293457,260415,242787,56002,-27.967269897460938
SV_NewYork_40.7358_-73.9853.tif,skyscraper,77.85520935058594,18.66931915283203,96.8844985961914,260539,253479,101453,-59.185890197753906
SV_NewYork_40.7386_-73.9815.tif,skyscraper,76.25060272216797,19.18984031677246,83.64022827148438,262091,262143,117865,-57.060760498046875
SV_NewYork_40.7373_-74.0020.tif,skyscraper,77.96672058105469,19.167638778686523,64.09874725341797,262003,261163,110817,-31.063133239746094
SV_NewYork_40.7387_-74.0020.tif,skyscraper,76.81000518798828,19.209815979003906,69.18580627441406,261755,261579,116749,-42.35179138183594
SV_NewYork_40.7358_-73.9916.tif,skyscraper,77.79046630859375,19.2479305267334,101.14806365966797,261975,262143,80295,-58.54253387451172
SV_NewYork_40.7386_-73.9834.tif,skyscraper,75.91178894042969,19.217945098876953,83.63920593261719,262003,262143,120518,-56.69384765625
SV_NewYork_40.7344_-73.9871.tif,skyscraper,76.08744049072266,18.986297607421875,74.2821044921875,261631,258615,104383,-53.49047088623047
SV_NewYork_40.7345_-74.0020.tif,skyscraper,77.1866683959961,19.233135223388672,61.300331115722656,260731,261723,124252,-26.180858612060547
SV_NewYork_40.7388_-74.0071.tif,skyscraper,77.62162017822266,19.23663330078125,63.15135192871094,261323,262139,121428,-29.44445037841797
SV_NewYork_40.7402_-74.0107.tif,skyscraper,79.90013122558594,19.273704528808594,57.60350799560547,261203,262143,77179,-16.033180236816406
SV_NewYork_40.7401_-73.9971.tif,skyscraper,72.6907730102539,19.268150329589844,100.61981201171875,261619,262063,135209,-53.42262268066406
SV_NewYork_40.7387_-73.9989.tif,skyscraper,76.53065490722656,19.000537872314453,69.35710144042969,261491,259335,116622,-43.18301010131836
SV_NewYork_40.7346_-74.0090.tif,skyscraper,78.95951843261719,19.15365219116211,68.08048248291016,261023,261679,119843,-38.047794342041016
SV_NewYork_40.7401_-74.0019.tif,skyscraper,75.12383270263672,18.954940795898438,87.9355239868164,261615,257951,128349,-56.16889190673828
SV_NewYork_40.7386_-73.9871.tif,skyscraper,72.15568542480469,18.89995574951172,95.74150848388672,261791,256399,92478,-53.25572967529297
SV_NewYork_40.7386_-73.9901.tif,skyscraper,72.5672836303711,19.25292205810547,95.61286163330078,262035,262143,123810,-53.314361572265625
SV_NewYork_40.7333_-73.9816.tif,skyscraper,76.51094055175781,18.283016204833984,61.88819885253906,260555,247407,67952,-28.982440948486328
SV_NewYork_40.7332_-73.9784.tif,skyscraper,76.99128723144531,17.18390464782715,57.79109573364258,258335,214619,53917,-21.407001495361328
SV_NewYork_40.7334_-73.9916.tif,skyscraper,75.8956298828125,18.935914993286133,87.84745025634766,253935,257551,123994,-56.959716796875
SV_NewYork_40.7372_-73.9853.tif,skyscraper,73.0313720703125,19.271011352539062,96.8844985961914,262011,262143,115106,-53.76036071777344
SV_NewYork_40.7343_-73.9816.tif,skyscraper,76.062255859375,18.802078247070312,76.16189575195312,261067,255839,67293,-57.26017761230469
SV_NewYork_40.7387_-73.9952.tif,skyscraper,69.64534759521484,19.396501541137695,100.60273742675781,261611,261983,139241,-50.24884796142578
SV_NewYork_40.7372_-73.9816.tif,skyscraper,73.8888168334961,19.2706298828125,72.05387878417969,261979,262143,119210,-50.94831085205078
SV_NewYork_40.7399_-73.9783.tif,skyscraper,76.87275695800781,19.20613670349121,83.77677917480469,261911,261879,104488,-57.66661834716797
SV_NewYork_40.7345_-73.9934.tif,skyscraper,71.85124206542969,19.360578536987305,87.26411437988281,262143,262123,155248,-52.49066162109375
SV_NewYork_40.7371_-73.9797.tif,skyscraper,78.77705383300781,17.72629737854004,82.365234375,260339,233795,65535,-61.050758361816406
SV_NewYork_40.7334_-73.9935.tif,skyscraper,77.16067504882812,17.952470779418945,69.74008178710938,259119,241143,133758,-44.36701965332031
SV_NewYork_40.7401_-73.9915.tif,skyscraper,74.5933837890625,19.25623321533203,87.44552612304688,262075,262143,134693,-55.33715057373047
SV_NewYork_40.7401_-73.9934.tif,skyscraper,70.46942901611328,19.3237247467041,87.96581268310547,262059,262143,146183,-51.14570617675781
SV_NewYork_40.7360_-74.0108.tif,skyscraper,78.75308227539062,18.349807739257812,68.08316040039062,259727,247607,80622,-39.06343078613281
SV_NewYork_40.7345_-73.9953.tif,skyscraper,73.87413024902344,19.003559112548828,87.26165008544922,261167,258535,137646,-54.870567321777344
SV_NewYork_40.7360_-74.0090.tif,skyscraper,75.32630157470703,19.143003463745117,68.08187866210938,261547,260423,124981,-41.69445037841797
SV_NewYork_40.7335_-74.0090.tif,skyscraper,79.88448333740234,18.832277297973633,64.74842071533203,259515,257011,127594,-30.78008270263672
