tile_id,city,split,rgb_path,dsm_path,train_arm_a
SV_Barcelona_41.3967_2.1479.tif,Barcelona,train,rgb/SV_Barcelona_41.3967_2.1479.tif,dsm/SV_Barcelona_41.3967_2.1479.tif,yes
SV_Barcelona_41.3938_2.1442.tif,Barcelona,train,rgb/SV_Barcelona_41.3938_2.1442.tif,dsm/SV_Barcelona_41.3938_2.1442.tif,yes
SV_Barcelona_41.3953_2.1479.tif,Barcelona,train,rgb/SV_Barcelona_41.3953_2.1479.tif,dsm/SV_Barcelona_41.3953_2.1479.tif,yes
SV_Barcelona_41.3876_2.1443.tif,Barcelona,train,rgb/SV_Barcelona_41.3876_2.1443.tif,dsm/SV_Barcelona_41.3876_2.1443.tif,yes
SV_Barcelona_41.3773_2.1463.tif,Barcelona,train,rgb/SV_Barcelona_41.3773_2.1463.tif,dsm/SV_Barcelona_41.3773_2.1463.tif,yes
SV_Barcelona_41.3925_2.1517.tif,Barcelona,train,rgb/SV_Barcelona_41.3925_2.1517.tif,dsm/SV_Barcelona_41.3925_2.1517.tif,yes
SV_Barcelona_41.3877_2.1532.tif,Barcelona,train,rgb/SV_Barcelona_41.3877_2.1532.tif,dsm/SV_Barcelona_41.3877_2.1532.tif,yes
SV_Barcelona_41.3848_2.1444.tif,Barcelona,train,rgb/SV_Barcelona_41.3848_2.1444.tif,dsm/SV_Barcelona_41.3848_2.1444.tif,yes
SV_Barcelona_41.3810_2.1519.tif,Barcelona,train,rgb/SV_Barcelona_41.3810_2.1519.tif,dsm/SV_Barcelona_41.3810_2.1519.tif,yes
SV_Barcelona_41.3863_2.1499.tif,Barcelona,train,rgb/SV_Barcelona_41.3863_2.1499.tif,dsm/SV_Barcelona_41.3863_2.1499.tif,yes
SV_Barcelona_41.3863_2.1481.tif,Barcelona,train,rgb/SV_Barcelona_41.3863_2.1481.tif,dsm/SV_Barcelona_41.3863_2.1481.tif,yes
SV_Barcelona_41.3910_2.1461.tif,Barcelona,train,rgb/SV_Barcelona_41.3910_2.1461.tif,dsm/SV_Barcelona_41.3910_2.1461.tif,yes
SV_Barcelona_41.3911_2.1480.tif,Barcelona,train,rgb/SV_Barcelona_41.3911_2.1480.tif,dsm/SV_Barcelona_41.3911_2.1480.tif,yes
SV_Barcelona_41.3900_2.1532.tif,Barcelona,train,rgb/SV_Barcelona_41.3900_2.1532.tif,dsm/SV_Barcelona_41.3900_2.1532.tif,yes
SV_Barcelona_41.3939_2.1480.tif,Barcelona,train,rgb/SV_Barcelona_41.3939_2.1480.tif,dsm/SV_Barcelona_41.3939_2.1480.tif,yes
SV_Barcelona_41.3849_2.1518.tif,Barcelona,train,rgb/SV_Barcelona_41.3849_2.1518.tif,dsm/SV_Barcelona_41.3849_2.1518.tif,yes
SV_Barcelona_41.3953_2.1461.tif,Barcelona,train,rgb/SV_Barcelona_41.3953_2.1461.tif,dsm/SV_Barcelona_41.3953_2.1461.tif,yes
SV_Barcelona_41.3835_2.1518.tif,Barcelona,train,rgb/SV_Barcelona_41.3835_2.1518.tif,dsm/SV_Barcelona_41.3835_2.1518.tif,yes
SV_Barcelona_41.3788_2.1599.tif,Barcelona,train,rgb/SV_Barcelona_41.3788_2.1599.tif,dsm/SV_Barcelona_41.3788_2.1599.tif,yes
SV_Barcelona_41.3877_2.1462.tif,Barcelona,train,rgb/SV_Barcelona_41.3877_2.1462.tif,dsm/SV_Barcelona_41.3877_2.1462.tif,yes
SV_Barcelona_41.3849_2.1481.tif,Barcelona,train,rgb/SV_Barcelona_41.3849_2.1481.tif,dsm/SV_Barcelona_41.3849_2.1481.tif,yes
SV_Barcelona_41.3900_2.1480.tif,Barcelona,train,rgb/SV_Barcelona_41.3900_2.1480.tif,dsm/SV_Barcelona_41.3900_2.1480.tif,yes
SV_Barcelona_41.3967_2.1531.tif,Barcelona,train,rgb/SV_Barcelona_41.3967_2.1531.tif,dsm/SV_Barcelona_41.3967_2.1531.tif,yes
SV_Barcelona_41.3939_2.1461.tif,Barcelona,train,rgb/SV_Barcelona_41.3939_2.1461.tif,dsm/SV_Barcelona_41.3939_2.1461.tif,yes
SV_Barcelona_41.3810_2.1533.tif,Barcelona,train,rgb/SV_Barcelona_41.3810_2.1533.tif,dsm/SV_Barcelona_41.3810_2.1533.tif,yes
SV_Barcelona_41.3911_2.1517.tif,Barcelona,train,rgb/SV_Barcelona_41.3911_2.1517.tif,dsm/SV_Barcelona_41.3911_2.1517.tif,yes
SV_Barcelona_41.3810_2.1500.tif,Barcelona,train,rgb/SV_Barcelona_41.3810_2.1500.tif,dsm/SV_Barcelona_41.3810_2.1500.tif,yes
SV_Barcelona_41.3834_2.1444.tif,Barcelona,train,rgb/SV_Barcelona_41.3834_2.1444.tif,dsm/SV_Barcelona_41.3834_2.1444.tif,yes
SV_Barcelona_41.3820_2.1444.tif,Barcelona,train,rgb/SV_Barcelona_41.3820_2.1444.tif,dsm/SV_Barcelona_41.3820_2.1444.tif,no
SV_Barcelona_41.3787_2.1583.tif,Barcelona,train,rgb/SV_Barcelona_41.3787_2.1583.tif,dsm/SV_Barcelona_41.3787_2.1583.tif,no
SV_Barcelona_41.3877_2.1518.tif,Barcelona,train,rgb/SV_Barcelona_41.3877_2.1518.tif,dsm/SV_Barcelona_41.3877_2.1518.tif,no
SV_Barcelona_41.3862_2.1443.tif,Barcelona,train,rgb/SV_Barcelona_41.3862_2.1443.tif,dsm/SV_Barcelona_41.3862_2.1443.tif,no
SV_Barcelona_41.3787_2.1500.tif,Barcelona,train,rgb/SV_Barcelona_41.3787_2.1500.tif,dsm/SV_Barcelona_41.3787_2.1500.tif,no
SV_Barcelona_41.3774_2.1599.tif,Barcelona,train,rgb/SV_Barcelona_41.3774_2.1599.tif,dsm/SV_Barcelona_41.3774_2.1599.tif,no
SV_Barcelona_41.3939_2.1498.tif,Barcelona,train,rgb/SV_Barcelona_41.3939_2.1498.tif,dsm/SV_Barcelona_41.3939_2.1498.tif,no
SV_Barcelona_41.3821_2.1481.tif,Barcelona,train,rgb/SV_Barcelona_41.3821_2.1481.tif,dsm/SV_Barcelona_41.3821_2.1481.tif,no
SV_Barcelona_41.3849_2.1499.tif,Barcelona,train,rgb/SV_Barcelona_41.3849_2.1499.tif,dsm/SV_Barcelona_41.3849_2.1499.tif,no
SV_Barcelona_41.3953_2.1498.tif,Barcelona,train,rgb/SV_Barcelona_41.3953_2.1498.tif,dsm/SV_Barcelona_41.3953_2.1498.tif,no
SV_Barcelona_41.3787_2.1533.tif,Barcelona,train,rgb/SV_Barcelona_41.3787_2.1533.tif,dsm/SV_Barcelona_41.3787_2.1533.tif,no
SV_Barcelona_41.3774_2.1564.tif,Barcelona,train,rgb/SV_Barcelona_41.3774_2.1564.tif,dsm/SV_Barcelona_41.3774_2.1564.tif,no
SV_Barcelona_41.3786_2.1444.tif,Barcelona,train,rgb/SV_Barcelona_41.3786_2.1444.tif,dsm/SV_Barcelona_41.3786_2.1444.tif,no
SV_Barcelona_41.3809_2.1444.tif,Barcelona,train,rgb/SV_Barcelona_41.3809_2.1444.tif,dsm/SV_Barcelona_41.3809_2.1444.tif,no
SV_Barcelona_41.3953_2.1517.tif,Barcelona,train,rgb/SV_Barcelona_41.3953_2.1517.tif,dsm/SV_Barcelona_41.3953_2.1517.tif,no
SV_Barcelona_41.3863_2.1532.tif,Barcelona,train,rgb/SV_Barcelona_41.3863_2.1532.tif,dsm/SV_Barcelona_41.3863_2.1532.tif,no
SV_Barcelona_41.3863_2.1518.tif,Barcelona,train,rgb/SV_Barcelona_41.3863_2.1518.tif,dsm/SV_Barcelona_41.3863_2.1518.tif,no
SV_Barcelona_41.3939_2.1517.tif,Barcelona,train,rgb/SV_Barcelona_41.3939_2.1517.tif,dsm/SV_Barcelona_41.3939_2.1517.tif,no
SV_Barcelona_41.3787_2.1482.tif,Barcelona,train,rgb/SV_Barcelona_41.3787_2.1482.tif,dsm/SV_Barcelona_41.3787_2.1482.tif,no
SV_Barcelona_41.3821_2.1500.tif,Barcelona,train,rgb/SV_Barcelona_41.3821_2.1500.tif,dsm/SV_Barcelona_41.3821_2.1500.tif,no
SV_Barcelona_41.3911_2.1532.tif,Barcelona,train,rgb/SV_Barcelona_41.3911_2.1532.tif,dsm/SV_Barcelona_41.3911_2.1532.tif,no
SV_Barcelona_41.3925_2.1532.tif,Barcelona,train,rgb/SV_Barcelona_41.3925_2.1532.tif,dsm/SV_Barcelona_41.3925_2.1532.tif,no
SV_Barcelona_41.3900_2.1499.tif,Barcelona,train,rgb/SV_Barcelona_41.3900_2.1499.tif,dsm/SV_Barcelona_41.3900_2.1499.tif,no
SV_Barcelona_41.3967_2.1442.tif,Barcelona,train,rgb/SV_Barcelona_41.3967_2.1442.tif,dsm/SV_Barcelona_41.3967_2.1442.tif,no
SV_Barcelona_41.3849_2.1532.tif,Barcelona,train,rgb/SV_Barcelona_41.3849_2.1532.tif,dsm/SV_Barcelona_41.3849_2.1532.tif,no
SV_Barcelona_41.3787_2.1463.tif,Barcelona,train,rgb/SV_Barcelona_41.3787_2.1463.tif,dsm/SV_Barcelona_41.3787_2.1463.tif,no
SV_Barcelona_41.3900_2.1517.tif,Barcelona,train,rgb/SV_Barcelona_41.3900_2.1517.tif,dsm/SV_Barcelona_41.3900_2.1517.tif,no
SV_Barcelona_41.3900_2.1462.tif,Barcelona,train,rgb/SV_Barcelona_41.3900_2.1462.tif,dsm/SV_Barcelona_41.3900_2.1462.tif,no
SV_Barcelona_41.3953_2.1442.tif,Barcelona,train,rgb/SV_Barcelona_41.3953_2.1442.tif,dsm/SV_Barcelona_41.3953_2.1442.tif,no
SV_Barcelona_41.3774_2.1533.tif,Barcelona,train,rgb/SV_Barcelona_41.3774_2.1533.tif,dsm/SV_Barcelona_41.3774_2.1533.tif,no
SV_Barcelona_41.3773_2.1445.tif,Barcelona,train,rgb/SV_Barcelona_41.3773_2.1445.tif,dsm/SV_Barcelona_41.3773_2.1445.tif,no
SV_Barcelona_41.3967_2.1461.tif,Barcelona,train,rgb/SV_Barcelona_41.3967_2.1461.tif,dsm/SV_Barcelona_41.3967_2.1461.tif,no
SV_Barcelona_41.3774_2.1519.tif,Barcelona,train,rgb/SV_Barcelona_41.3774_2.1519.tif,dsm/SV_Barcelona_41.3774_2.1519.tif,no
SV_Barcelona_41.3877_2.1480.tif,Barcelona,train,rgb/SV_Barcelona_41.3877_2.1480.tif,dsm/SV_Barcelona_41.3877_2.1480.tif,no
SV_Barcelona_41.3925_2.1461.tif,Barcelona,train,rgb/SV_Barcelona_41.3925_2.1461.tif,dsm/SV_Barcelona_41.3925_2.1461.tif,no
SV_Barcelona_41.3877_2.1499.tif,Barcelona,train,rgb/SV_Barcelona_41.3877_2.1499.tif,dsm/SV_Barcelona_41.3877_2.1499.tif,no
SV_Barcelona_41.3774_2.1583.tif,Barcelona,train,rgb/SV_Barcelona_41.3774_2.1583.tif,dsm/SV_Barcelona_41.3774_2.1583.tif,no
SV_Barcelona_41.3774_2.1500.tif,Barcelona,train,rgb/SV_Barcelona_41.3774_2.1500.tif,dsm/SV_Barcelona_41.3774_2.1500.tif,no
SV_Barcelona_41.3925_2.1480.tif,Barcelona,train,rgb/SV_Barcelona_41.3925_2.1480.tif,dsm/SV_Barcelona_41.3925_2.1480.tif,no
SV_Barcelona_41.3787_2.1519.tif,Barcelona,train,rgb/SV_Barcelona_41.3787_2.1519.tif,dsm/SV_Barcelona_41.3787_2.1519.tif,no
SV_Berlin_52.5317_13.4851.tif,Berlin,train,rgb/SV_Berlin_52.5317_13.4851.tif,dsm/SV_Berlin_52.5317_13.4851.tif,yes
SV_Berlin_52.5415_13.4359.tif,Berlin,train,rgb/SV_Berlin_52.5415_13.4359.tif,dsm/SV_Berlin_52.5415_13.4359.tif,yes
SV_Berlin_52.5096_13.4825.tif,Berlin,train,rgb/SV_Berlin_52.5096_13.4825.tif,dsm/SV_Berlin_52.5096_13.4825.tif,yes
SV_Berlin_52.5056_13.4951.tif,Berlin,train,rgb/SV_Berlin_52.5056_13.4951.tif,dsm/SV_Berlin_52.5056_13.4951.tif,yes
SV_Berlin_52.5040_13.4361.tif,Berlin,train,rgb/SV_Berlin_52.5040_13.4361.tif,dsm/SV_Berlin_52.5040_13.4361.tif,yes
SV_Berlin_52.5054_13.4867.tif,Berlin,train,rgb/SV_Berlin_52.5054_13.4867.tif,dsm/SV_Berlin_52.5054_13.4867.tif,yes
SV_Berlin_52.5046_13.5053.tif,Berlin,train,rgb/SV_Berlin_52.5046_13.5053.tif,dsm/SV_Berlin_52.5046_13.5053.tif,yes
SV_Berlin_52.5109_13.4779.tif,Berlin,train,rgb/SV_Berlin_52.5109_13.4779.tif,dsm/SV_Berlin_52.5109_13.4779.tif,yes
SV_Berlin_52.5362_13.4577.tif,Berlin,train,rgb/SV_Berlin_52.5362_13.4577.tif,dsm/SV_Berlin_52.5362_13.4577.tif,yes
SV_Berlin_52.4933_13.5057.tif,Berlin,train,rgb/SV_Berlin_52.4933_13.5057.tif,dsm/SV_Berlin_52.4933_13.5057.tif,yes
SV_Berlin_52.5286_13.4557.tif,Berlin,train,rgb/SV_Berlin_52.5286_13.4557.tif,dsm/SV_Berlin_52.5286_13.4557.tif,yes
SV_Berlin_52.5266_13.4954.tif,Berlin,train,rgb/SV_Berlin_52.5266_13.4954.tif,dsm/SV_Berlin_52.5266_13.4954.tif,yes
SV_Berlin_52.5067_13.4291.tif,Berlin,train,rgb/SV_Berlin_52.5067_13.4291.tif,dsm/SV_Berlin_52.5067_13.4291.tif,yes
SV_Berlin_52.4977_13.4317.tif,Berlin,train,rgb/SV_Berlin_52.4977_13.4317.tif,dsm/SV_Berlin_52.4977_13.4317.tif,yes
SV_Berlin_52.4993_13.4907.tif,Berlin,train,rgb/SV_Berlin_52.4993_13.4907.tif,dsm/SV_Berlin_52.4993_13.4907.tif,yes
SV_Berlin_52.4917_13.4910.tif,Berlin,train,rgb/SV_Berlin_52.4917_13.4910.tif,dsm/SV_Berlin_52.4917_13.4910.tif,yes
SV_Berlin_52.5225_13.4623.tif,Berlin,train,rgb/SV_Berlin_52.5225_13.4623.tif,dsm/SV_Berlin_52.5225_13.4623.tif,yes
SV_Berlin_52.5096_13.4359.tif,Berlin,train,rgb/SV_Berlin_52.5096_13.4359.tif,dsm/SV_Berlin_52.5096_13.4359.tif,yes
SV_Berlin_52.5306_13.5021.tif,Berlin,train,rgb/SV_Berlin_52.5306_13.5021.tif,dsm/SV_Berlin_52.5306_13.5021.tif,yes
SV_Berlin_52.5418_13.4598.tif,Berlin,train,rgb/SV_Berlin_52.5418_13.4598.tif,dsm/SV_Berlin_52.5418_13.4598.tif,yes
SV_Berlin_52.5021_13.4906.tif,Berlin,train,rgb/SV_Berlin_52.5021_13.4906.tif,dsm/SV_Berlin_52.5021_13.4906.tif,yes
SV_Berlin_52.5349_13.4430.tif,Berlin,train,rgb/SV_Berlin_52.5349_13.4430.tif,dsm/SV_Berlin_52.5349_13.4430.tif,yes
SV_Berlin_52.5008_13.4953.tif,Berlin,train,rgb/SV_Berlin_52.5008_13.4953.tif,dsm/SV_Berlin_52.5008_13.4953.tif,yes
SV_Berlin_52.5320_13.5062.tif,Berlin,train,rgb/SV_Berlin_52.5320_13.5062.tif,dsm/SV_Berlin_52.5320_13.5062.tif,yes
SV_Berlin_52.5300_13.4579.tif,Berlin,train,rgb/SV_Berlin_52.5300_13.4579.tif,dsm/SV_Berlin_52.5300_13.4579.tif,yes
SV_Berlin_52.4939_13.4341.tif,Berlin,train,rgb/SV_Berlin_52.4939_13.4341.tif,dsm/SV_Berlin_52.4939_13.4341.tif,yes
SV_Berlin_52.5393_13.4848.tif,Berlin,train,rgb/SV_Berlin_52.5393_13.4848.tif,dsm/SV_Berlin_52.5393_13.4848.tif,yes
SV_Berlin_52.5054_13.4401.tif,Berlin,train,rgb/SV_Berlin_52.5054_13.4401.tif,dsm/SV_Berlin_52.5054_13.4401.tif,yes
SV_Berlin_52.5408_13.4870.tif,Berlin,train,rgb/SV_Berlin_52.5408_13.4870.tif,dsm/SV_Berlin_52.5408_13.4870.tif,yes
SV_Berlin_52.5305_13.4975.tif,Berlin,train,rgb/SV_Berlin_52.5305_13.4975.tif,dsm/SV_Berlin_52.5305_13.4975.tif,yes
SV_Berlin_52.4901_13.5020.tif,Berlin,train,rgb/SV_Berlin_52.4901_13.5020.tif,dsm/SV_Berlin_52.4901_13.5020.tif,yes
SV_Berlin_52.5292_13.5063.tif,Berlin,train,rgb/SV_Berlin_52.5292_13.5063.tif,dsm/SV_Berlin_52.5292_13.5063.tif,yes
SV_Berlin_52.4900_13.4956.tif,Berlin,train,rgb/SV_Berlin_52.4900_13.4956.tif,dsm/SV_Berlin_52.4900_13.4956.tif,yes
SV_Berlin_52.5084_13.4973.tif,Berlin,train,rgb/SV_Berlin_52.5084_13.4973.tif,dsm/SV_Berlin_52.5084_13.4973.tif,yes
SV_Berlin_52.5172_13.4800.tif,Berlin,train,rgb/SV_Berlin_52.5172_13.4800.tif,dsm/SV_Berlin_52.5172_13.4800.tif,yes
SV_Berlin_52.5067_13.4757.tif,Berlin,train,rgb/SV_Berlin_52.5067_13.4757.tif,dsm/SV_Berlin_52.5067_13.4757.tif,yes
SV_Berlin_52.5403_13.4553.tif,Berlin,train,rgb/SV_Berlin_52.5403_13.4553.tif,dsm/SV_Berlin_52.5403_13.4553.tif,yes
SV_Berlin_52.4918_13.4956.tif,Berlin,train,rgb/SV_Berlin_52.4918_13.4956.tif,dsm/SV_Berlin_52.4918_13.4956.tif,yes
SV_Berlin_52.4934_13.5089.tif,Berlin,train,rgb/SV_Berlin_52.4934_13.5089.tif,dsm/SV_Berlin_52.4934_13.5089.tif,yes
SV_Berlin_52.5046_13.5015.tif,Berlin,train,rgb/SV_Berlin_52.5046_13.5015.tif,dsm/SV_Berlin_52.5046_13.5015.tif,yes
SV_Berlin_52.4917_13.4443.tif,Berlin,train,rgb/SV_Berlin_52.4917_13.4443.tif,dsm/SV_Berlin_52.4917_13.4443.tif,yes
SV_Berlin_52.5299_13.4510.tif,Berlin,train,rgb/SV_Berlin_52.5299_13.4510.tif,dsm/SV_Berlin_52.5299_13.4510.tif,yes
SV_Berlin_52.5186_13.4822.tif,Berlin,train,rgb/SV_Berlin_52.5186_13.4822.tif,dsm/SV_Berlin_52.5186_13.4822.tif,yes
SV_Berlin_52.5388_13.4469.tif,Berlin,train,rgb/SV_Berlin_52.5388_13.4469.tif,dsm/SV_Berlin_52.5388_13.4469.tif,yes
SV_Berlin_52.5393_13.4802.tif,Berlin,train,rgb/SV_Berlin_52.5393_13.4802.tif,dsm/SV_Berlin_52.5393_13.4802.tif,yes
SV_Berlin_52.4900_13.4461.tif,Berlin,train,rgb/SV_Berlin_52.4900_13.4461.tif,dsm/SV_Berlin_52.4900_13.4461.tif,yes
SV_Berlin_52.5317_13.4805.tif,Berlin,train,rgb/SV_Berlin_52.5317_13.4805.tif,dsm/SV_Berlin_52.5317_13.4805.tif,yes
SV_Berlin_52.5366_13.4872.tif,Berlin,train,rgb/SV_Berlin_52.5366_13.4872.tif,dsm/SV_Berlin_52.5366_13.4872.tif,yes
SV_Berlin_52.4981_13.5055.tif,Berlin,train,rgb/SV_Berlin_52.4981_13.5055.tif,dsm/SV_Berlin_52.4981_13.5055.tif,yes
SV_Berlin_52.5045_13.4974.tif,Berlin,train,rgb/SV_Berlin_52.5045_13.4974.tif,dsm/SV_Berlin_52.5045_13.4974.tif,yes
SV_Berlin_52.5291_13.4976.tif,Berlin,train,rgb/SV_Berlin_52.5291_13.4976.tif,dsm/SV_Berlin_52.5291_13.4976.tif,no
SV_Berlin_52.4966_13.4954.tif,Berlin,train,rgb/SV_Berlin_52.4966_13.4954.tif,dsm/SV_Berlin_52.4966_13.4954.tif,no
SV_Berlin_52.4966_13.5018.tif,Berlin,train,rgb/SV_Berlin_52.4966_13.5018.tif,dsm/SV_Berlin_52.4966_13.5018.tif,no
SV_Berlin_52.5238_13.4581.tif,Berlin,train,rgb/SV_Berlin_52.5238_13.4581.tif,dsm/SV_Berlin_52.5238_13.4581.tif,no
SV_Berlin_52.5291_13.4953.tif,Berlin,train,rgb/SV_Berlin_52.5291_13.4953.tif,dsm/SV_Berlin_52.5291_13.4953.tif,no
SV_Berlin_52.5225_13.4729.tif,Berlin,train,rgb/SV_Berlin_52.5225_13.4729.tif,dsm/SV_Berlin_52.5225_13.4729.tif,no
SV_Berlin_52.5158_13.4864.tif,Berlin,train,rgb/SV_Berlin_52.5158_13.4864.tif,dsm/SV_Berlin_52.5158_13.4864.tif,no
SV_Berlin_52.5006_13.4402.tif,Berlin,train,rgb/SV_Berlin_52.5006_13.4402.tif,dsm/SV_Berlin_52.5006_13.4402.tif,no
SV_Berlin_52.5081_13.4780.tif,Berlin,train,rgb/SV_Berlin_52.5081_13.4780.tif,dsm/SV_Berlin_52.5081_13.4780.tif,no
SV_Berlin_52.5401_13.4359.tif,Berlin,train,rgb/SV_Berlin_52.5401_13.4359.tif,dsm/SV_Berlin_52.5401_13.4359.tif,no
SV_Berlin_52.5333_13.4974.tif,Berlin,train,rgb/SV_Berlin_52.5333_13.4974.tif,dsm/SV_Berlin_52.5333_13.4974.tif,no
SV_Berlin_52.5082_13.4382.tif,Berlin,train,rgb/SV_Berlin_52.5082_13.4382.tif,dsm/SV_Berlin_52.5082_13.4382.tif,no
SV_Berlin_52.5380_13.4894.tif,Berlin,train,rgb/SV_Berlin_52.5380_13.4894.tif,dsm/SV_Berlin_52.5380_13.4894.tif,no
SV_Berlin_52.5068_13.4867.tif,Berlin,train,rgb/SV_Berlin_52.5068_13.4867.tif,dsm/SV_Berlin_52.5068_13.4867.tif,no
SV_Berlin_52.5240_13.4729.tif,Berlin,train,rgb/SV_Berlin_52.5240_13.4729.tif,dsm/SV_Berlin_52.5240_13.4729.tif,no
SV_Berlin_52.5303_13.4851.tif,Berlin,train,rgb/SV_Berlin_52.5303_13.4851.tif,dsm/SV_Berlin_52.5303_13.4851.tif,no
SV_Berlin_52.4939_13.4405.tif,Berlin,train,rgb/SV_Berlin_52.4939_13.4405.tif,dsm/SV_Berlin_52.4939_13.4405.tif,no
SV_Berlin_52.5355_13.4913.tif,Berlin,train,rgb/SV_Berlin_52.5355_13.4913.tif,dsm/SV_Berlin_52.5355_13.4913.tif,no
SV_Berlin_52.5266_13.5000.tif,Berlin,train,rgb/SV_Berlin_52.5266_13.5000.tif,dsm/SV_Berlin_52.5266_13.5000.tif,no
SV_Berlin_52.5299_13.4533.tif,Berlin,train,rgb/SV_Berlin_52.5299_13.4533.tif,dsm/SV_Berlin_52.5299_13.4533.tif,no
SV_Berlin_52.5069_13.4928.tif,Berlin,train,rgb/SV_Berlin_52.5069_13.4928.tif,dsm/SV_Berlin_52.5069_13.4928.tif,no
SV_Berlin_52.5387_13.4383.tif,Berlin,train,rgb/SV_Berlin_52.5387_13.4383.tif,dsm/SV_Berlin_52.5387_13.4383.tif,no
SV_Berlin_52.5071_13.5052.tif,Berlin,train,rgb/SV_Berlin_52.5071_13.5052.tif,dsm/SV_Berlin_52.5071_13.5052.tif,no
SV_Berlin_52.5261_13.4581.tif,Berlin,train,rgb/SV_Berlin_52.5261_13.4581.tif,dsm/SV_Berlin_52.5261_13.4581.tif,no
SV_Berlin_52.4903_13.4444.tif,Berlin,train,rgb/SV_Berlin_52.4903_13.4444.tif,dsm/SV_Berlin_52.4903_13.4444.tif,no
SV_Berlin_52.5265_13.4852.tif,Berlin,train,rgb/SV_Berlin_52.5265_13.4852.tif,dsm/SV_Berlin_52.5265_13.4852.tif,no
SV_Berlin_52.5238_13.4558.tif,Berlin,train,rgb/SV_Berlin_52.5238_13.4558.tif,dsm/SV_Berlin_52.5238_13.4558.tif,no
SV_Berlin_52.4980_13.4954.tif,Berlin,train,rgb/SV_Berlin_52.4980_13.4954.tif,dsm/SV_Berlin_52.4980_13.4954.tif,no
